time,backscatter40,swath_indicator,as_des_pass,sat_id
2007-06-15T05:45:46Z,,0,0,3
2007-06-15T07:26:15Z,-9.845939,1,0,3
2007-06-15T19:30:18Z,-9.59182,1,1,3
2007-06-15T21:10:45Z,-9.176736,0,1,3
2007-06-16T05:25:06Z,-9.630582,0,0,3
2007-06-16T07:05:22Z,-9.754456,1,0,3
2007-06-17T05:04:30Z,-9.341331,0,0,3
2007-06-17T06:44:32Z,-9.586445,1,0,3
2007-06-17T22:09:09Z,-9.264634,0,1,3
2007-06-18T04:43:55Z,-9.494095,0,0,3
2007-06-18T20:08:31Z,-9.429536,1,1,3
2007-06-18T21:48:34Z,-9.447772,0,1,3
2007-06-19T19:47:41Z,-9.249205,1,1,3
2007-06-19T21:27:57Z,-9.333061,0,1,3
2007-06-20T05:42:19Z,-9.183316,0,0,3
2007-06-20T07:22:45Z,-9.364472,1,0,3
2007-06-20T19:26:48Z,-9.27916,1,1,3
2007-06-20T21:07:18Z,,0,1,3
2007-06-21T05:21:40Z,-9.449193,0,0,3
2007-06-21T07:01:53Z,-9.493553,1,0,3
2007-06-22T05:01:03Z,-9.486495,0,0,3
2007-06-22T06:41:03Z,-9.510768,1,0,3
2007-06-22T22:05:43Z,-9.64904,0,1,3
2007-06-23T04:40:29Z,-9.920651,0,0,3
2007-06-23T20:05:03Z,-9.812626,1,1,3
2007-06-23T21:45:08Z,-9.791744,0,1,3
2007-06-24T19:44:12Z,-9.773224,1,1,3
2007-06-24T21:24:30Z,-9.553498,0,1,3
2007-06-25T05:38:51Z,-9.749334,0,0,3
2007-06-25T07:19:15Z,-9.505893,1,0,3
2007-06-25T19:23:18Z,-10.047225,1,1,3
2007-06-25T21:03:50Z,,0,1,3
2007-06-26T05:18:12Z,-9.781242,0,0,3
2007-06-26T06:58:24Z,-9.769172,1,0,3
2007-06-27T04:57:36Z,-9.6123495,0,0,3
2007-06-27T06:37:34Z,-9.275553,1,0,3
2007-06-27T20:22:22Z,,1,1,3
2007-06-27T22:02:17Z,-9.635227,0,1,3
2007-06-28T04:37:02Z,-9.257573,0,0,3
2007-06-28T20:01:34Z,-9.535854,1,1,3
2007-06-28T21:41:41Z,-9.385568,0,1,3
2007-06-29T19:40:43Z,-9.344405,1,1,3
2007-06-29T21:21:03Z,-9.341762,0,1,3
2007-06-30T05:35:23Z,-9.492131,0,0,3
2007-06-30T07:15:46Z,-9.39797,1,0,3
2007-06-30T19:19:48Z,,1,1,3
2007-07-01T05:14:46Z,-9.62007,0,0,3
2007-07-01T06:54:54Z,-9.456744,1,0,3
2007-07-02T04:54:10Z,-9.426299,0,0,3
2007-07-02T06:34:06Z,,1,0,3
2007-07-02T20:18:53Z,,1,1,3
2007-07-02T21:58:50Z,-9.141828,0,1,3
2007-07-03T19:58:05Z,-9.321809,1,1,3
2007-07-03T21:38:14Z,-9.395548,0,1,3
2007-07-04T07:33:10Z,-9.717734,1,0,3
2007-07-04T19:37:13Z,-9.283198,1,1,3
2007-07-04T21:17:36Z,-9.466351,0,1,3
2007-07-05T05:31:56Z,-9.450316,0,0,3
2007-07-05T07:12:16Z,-9.56054,1,0,3
2007-07-06T05:11:18Z,-9.774037,0,0,3
2007-07-06T06:51:25Z,-9.463222,1,0,3
2007-07-06T22:15:57Z,-9.577623,0,1,3
2007-07-07T04:50:42Z,-9.536706,0,0,3
2007-07-07T20:15:24Z,-9.233501,1,1,3
2007-07-07T21:55:23Z,-9.603591,0,1,3
2007-07-08T19:54:35Z,-9.52544,1,1,3
2007-07-08T21:34:47Z,-9.535404,0,1,3
2007-07-09T05:49:09Z,,0,0,3
2007-07-09T07:29:39Z,-9.397016,1,0,3
2007-07-09T19:33:43Z,-9.47103,1,1,3
2007-07-09T21:14:07Z,-9.38699,0,1,3
2007-07-10T05:28:29Z,-9.538421,0,0,3
2007-07-10T07:08:46Z,-9.515411,1,0,3
2007-07-11T05:07:51Z,-9.581117,0,0,3
2007-07-11T06:47:55Z,-9.660369,1,0,3
2007-07-11T22:12:30Z,-9.481271,0,1,3
